,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
36,2017-12-01,3.6288565768086647,-13.913949645317254,20.183811633446958,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
37,2017-12-01,3.6288565768086647,-14.507616345845545,21.62803577034264,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
38,2017-12-01,3.6288565768086647,-12.931221248654971,20.019869925595728,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
39,2017-12-01,3.6288565768086647,-13.146213885887457,21.2242375727884,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
40,2017-12-01,3.6288565768086647,-13.553243239576027,21.50687834259248,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
41,2017-12-01,3.6288565768086647,-13.372925892493138,20.55872461691696,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
42,2017-12-01,3.6288565768086647,-13.797182386147247,21.19002587579154,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
43,2017-12-01,3.6288565768086647,-13.004534211351718,21.816291723399264,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
44,2017-12-01,3.6288565768086647,-14.901870269296218,21.17368675518628,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
45,2017-12-01,3.6288565768086647,-13.038348955966581,20.964269340013004,3.6288565768086647,3.6288565768086647,0.0,0.0,0.0,0.0,0.0,0.0,3.6288565768086647
46,2017-12-02,7.852894212609018,-9.381339268138671,25.822659315351995,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
47,2017-12-02,7.852894212609018,-8.987594120336746,24.502959814846214,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
48,2017-12-02,7.852894212609018,-9.23271447299329,24.60652492658325,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
49,2017-12-02,7.852894212609018,-10.719122103939105,25.708593001469453,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
50,2017-12-02,7.852894212609018,-8.32204873342741,25.619774401973217,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
51,2017-12-02,7.852894212609018,-10.060747321453372,25.223133530664857,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
52,2017-12-02,7.852894212609018,-8.947305413890131,24.668615831800096,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
53,2017-12-02,7.852894212609018,-9.983846479136234,26.12912502368035,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
54,2017-12-02,7.852894212609018,-8.945277198436795,25.962819721194254,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
55,2017-12-02,7.852894212609018,-10.626062124896507,25.938276645478847,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
56,2017-12-02,7.852894212609018,-9.183999495778297,25.308334343283413,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
57,2017-12-02,7.852894212609018,-9.945514122219384,24.694229799726617,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
58,2017-12-02,7.852894212609018,-9.25260196544822,24.492285263126643,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
59,2017-12-02,7.852894212609018,-8.911021274540646,25.625117619787886,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
60,2017-12-02,7.852894212609018,-9.535197880525653,24.709077902701544,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
61,2017-12-02,7.852894212609018,-9.596921003069301,23.602466008147434,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
62,2017-12-02,7.852894212609018,-9.672937877544037,26.377258970958493,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
63,2017-12-02,7.852894212609018,-9.059179667902548,25.6557299581795,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
64,2017-12-02,7.852894212609018,-9.286830035481973,25.54938123978742,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
65,2017-12-02,7.852894212609018,-9.627525483068727,25.448236642918086,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
66,2017-12-02,7.852894212609018,-8.667975000568726,26.118610307885007,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
67,2017-12-02,7.852894212609018,-8.89658065382554,25.92156968866533,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
68,2017-12-02,7.852894212609018,-8.999658022988832,26.475319201592974,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
69,2017-12-02,7.852894212609018,-10.866255957120083,26.426954637448848,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
70,2017-12-02,7.852894212609018,-9.322412181064184,24.69942407413106,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
71,2017-12-02,7.852894212609018,-10.216011007789307,25.108766318017633,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
72,2017-12-02,7.852894212609018,-9.973210489960413,25.187429159548657,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
73,2017-12-02,7.852894212609018,-10.59342977368005,25.37052369050334,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
74,2017-12-02,7.852894212609018,-9.414637553860583,24.148425779382325,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
75,2017-12-02,7.852894212609018,-9.081995792501376,25.00029787179054,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
76,2017-12-02,7.852894212609018,-9.866001269103466,25.013861432586673,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
77,2017-12-02,7.852894212609018,-9.270871818381584,25.803445941324576,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
78,2017-12-02,7.852894212609018,-9.438054762875847,24.41774895553167,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
79,2017-12-02,7.852894212609018,-7.3231295467856805,24.521143958843048,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
80,2017-12-02,7.852894212609018,-9.967911362171876,24.99183899680061,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
81,2017-12-02,7.852894212609018,-8.40261908535209,25.60897756843143,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
82,2017-12-02,7.852894212609018,-9.834496933035748,25.447484451009352,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
83,2017-12-02,7.852894212609018,-8.7550366339757,25.194460330134977,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
84,2017-12-02,7.852894212609018,-8.829814242871917,25.82597182279386,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
85,2017-12-02,7.852894212609018,-9.309388924145162,26.166604117003484,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
86,2017-12-02,7.852894212609018,-9.214203264307272,25.4993857382522,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
87,2017-12-02,7.852894212609018,-8.682215745043441,26.606087979604997,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
88,2017-12-02,7.852894212609018,-8.336934953187379,26.25555310987928,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
89,2017-12-02,7.852894212609018,-10.640574489143573,24.12500738915967,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
90,2017-12-02,7.852894212609018,-9.157307247264779,25.767370787943097,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
91,2017-12-02,7.852894212609018,-9.704145581458626,25.65820532828012,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
92,2017-12-02,7.852894212609018,-9.920300534691624,24.41923674184445,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
93,2017-12-02,7.852894212609018,-11.109395625755386,25.81252199453204,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
94,2017-12-02,7.852894212609018,-9.418617518025583,25.46248544544684,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
95,2017-12-02,7.852894212609018,-10.393063050947582,25.305706970044803,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
96,2017-12-02,7.852894212609018,-10.61096457439048,25.953754301161098,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
97,2017-12-02,7.852894212609018,-10.889179242846652,24.99853019325619,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
98,2017-12-02,7.852894212609018,-10.01467636215167,25.69167611851915,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
99,2017-12-02,7.852894212609018,-8.480804444049165,25.441928892208175,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
100,2017-12-02,7.852894212609018,-10.5672418986315,24.231264175847915,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
101,2017-12-02,7.852894212609018,-8.715055220850726,24.715276876516782,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
102,2017-12-02,7.852894212609018,-11.405296873464348,23.75439981949171,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
103,2017-12-02,7.852894212609018,-10.94605430112247,24.373349088523277,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
104,2017-12-02,7.852894212609018,-8.751870731682576,26.592509893087996,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
105,2017-12-02,7.852894212609018,-10.42152184352824,24.24373252656976,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
106,2017-12-02,7.852894212609018,-9.741129110533207,24.573365981957316,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
107,2017-12-02,7.852894212609018,-9.57250067973135,26.098061864626178,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
108,2017-12-02,7.852894212609018,-10.71849386568228,26.33137823198473,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
109,2017-12-02,7.852894212609018,-8.922417865834111,26.587908912713544,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
110,2017-12-02,7.852894212609018,-10.19044630610444,24.324635069334484,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
111,2017-12-02,7.852894212609018,-9.17412300676695,25.429047476942877,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
112,2017-12-02,7.852894212609018,-9.084979283728973,26.055341934530965,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
113,2017-12-02,7.852894212609018,-10.921549342657684,25.531138949063756,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
114,2017-12-02,7.852894212609018,-8.785841526653062,25.955995754177316,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
115,2017-12-02,7.852894212609018,-9.861518258887267,25.029961686904855,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
116,2017-12-02,7.852894212609018,-8.544234721710435,25.35880023156379,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
117,2017-12-02,7.852894212609018,-10.38220720238584,25.859954304748843,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
118,2017-12-02,7.852894212609018,-8.63351527372101,25.632019973921768,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
119,2017-12-02,7.852894212609018,-10.32459382850383,25.538540006891008,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
120,2017-12-02,7.852894212609018,-10.217150837339412,25.549783198432166,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
121,2017-12-02,7.852894212609018,-8.81075276880048,26.237359194191413,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
122,2017-12-02,7.852894212609018,-10.307800187056515,25.87237606797584,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
123,2017-12-02,7.852894212609018,-10.324346614340268,24.82499742881233,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
124,2017-12-02,7.852894212609018,-10.590705266320251,25.079950782651085,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
125,2017-12-02,7.852894212609018,-11.248438657298724,25.43344558519877,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
126,2017-12-02,7.852894212609018,-9.147629271833543,25.366136973507096,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
127,2017-12-02,7.852894212609018,-10.551109818171241,25.452904493012912,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
128,2017-12-02,7.852894212609018,-9.533716066941544,25.152352254273204,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
129,2017-12-02,7.852894212609018,-11.4332285750566,23.888770063274556,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
130,2017-12-02,7.852894212609018,-10.620625692662745,24.80429010387386,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
131,2017-12-02,7.852894212609018,-10.126806141459024,25.15618817953173,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
132,2017-12-02,7.852894212609018,-8.206709503699596,25.083004326636285,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
133,2017-12-02,7.852894212609018,-10.726141616152733,26.227920936747484,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
134,2017-12-02,7.852894212609018,-8.335165750751013,25.51472545492099,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
135,2017-12-02,7.852894212609018,-10.49082676904733,26.456511029365657,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
136,2017-12-02,7.852894212609018,-10.519657615709894,25.167904885840965,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
137,2017-12-02,7.852894212609018,-8.445801451717236,26.17802451244795,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
138,2017-12-02,7.852894212609018,-8.943907346800467,26.154298010669386,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
139,2017-12-02,7.852894212609018,-8.161232544455503,25.495448434060222,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
140,2017-12-02,7.852894212609018,-10.545303677810445,24.31898927657922,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
141,2017-12-02,7.852894212609018,-8.672832695420851,25.039478023469766,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
142,2017-12-02,7.852894212609018,-9.903417260139168,25.928558497535096,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
143,2017-12-02,7.852894212609018,-10.500643265666909,25.188623125382662,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
144,2017-12-02,7.852894212609018,-9.116055410229981,25.43228579337373,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
145,2017-12-02,7.852894212609018,-10.113270119505518,26.608021246260655,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
146,2017-12-02,7.852894212609018,-10.098204979531882,25.557218978884833,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
147,2017-12-02,7.852894212609018,-9.334759530756326,24.808982977182364,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
148,2017-12-02,7.852894212609018,-10.157121740652913,26.100550007206188,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
149,2017-12-02,7.852894212609018,-10.4101982332265,25.0417721595568,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
150,2017-12-02,7.852894212609018,-8.379458335249012,25.14039668436556,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
151,2017-12-02,7.852894212609018,-8.918365672900709,23.955568783458894,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
152,2017-12-02,7.852894212609018,-8.828095865931502,24.987530428792326,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
153,2017-12-02,7.852894212609018,-9.634298116349099,26.28818898360104,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
154,2017-12-02,7.852894212609018,-8.183139473650954,25.432307788977873,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
155,2017-12-02,7.852894212609018,-10.37233980759116,25.10304538338725,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
156,2017-12-02,7.852894212609018,-10.27821914276872,24.555794911620193,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
157,2017-12-02,7.852894212609018,-9.556850596092467,25.92591380915673,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
158,2017-12-02,7.852894212609018,-8.704809127578692,24.755781147830575,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
159,2017-12-02,7.852894212609018,-9.54620181244828,25.36018476995757,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
160,2017-12-02,7.852894212609018,-10.280037001458556,24.495582822470197,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
161,2017-12-02,7.852894212609018,-9.224126769484569,23.77560232584618,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
162,2017-12-02,7.852894212609018,-8.537244964677567,25.720893456260495,7.8528942126090175,7.8528942126090175,0.0,0.0,0.0,0.0,0.0,0.0,7.852894212609018
