dateok,dwell00
2017-12-02 13:11:50,4
2017-12-02 13:12:00,3
2017-12-02 13:12:10,2
2017-12-02 13:12:30,18
2017-12-02 13:13:00,0
2017-12-02 13:13:10,1
2017-12-02 13:13:30,2
2017-12-02 13:13:50,2
2017-12-02 13:14:00,10
2017-12-02 13:14:10,1
2017-12-02 13:14:40,18
2017-12-02 13:14:50,0
2017-12-02 13:15:30,4
2017-12-02 13:15:40,0
2017-12-02 13:16:00,49
2017-12-02 13:16:30,2
2017-12-02 13:16:40,9
2017-12-02 13:17:00,0
2017-12-02 13:17:30,5
2017-12-02 13:17:40,1
2017-12-02 13:17:50,8
2017-12-02 13:18:20,2
2017-12-02 13:18:30,10
2017-12-02 13:18:40,23
2017-12-02 13:18:50,1
2017-12-02 13:19:00,0
2017-12-02 13:19:20,0
2017-12-02 13:19:30,1
2017-12-02 13:19:50,3
2017-12-02 13:20:20,2
2017-12-02 13:20:30,0
2017-12-02 13:20:40,3
2017-12-02 13:20:50,4
2017-12-02 13:21:00,1
2017-12-02 13:21:20,11
2017-12-02 13:21:50,11
2017-12-02 13:22:00,0
2017-12-02 13:22:10,1
2017-12-02 13:22:40,20
2017-12-02 13:22:50,8
2017-12-02 13:23:00,2
2017-12-02 13:23:20,8
2017-12-02 13:23:30,10
2017-12-02 13:23:40,15
2017-12-02 13:23:50,6
2017-12-02 13:24:00,13
2017-12-02 13:24:10,0
2017-12-02 13:24:20,16
2017-12-02 13:24:30,6
2017-12-02 13:24:50,1
2017-12-02 13:25:00,4
2017-12-02 13:25:20,0
2017-12-02 13:25:30,1
2017-12-02 13:25:50,3
2017-12-02 13:26:10,11
2017-12-02 13:26:20,13
2017-12-02 13:26:30,4
2017-12-02 13:27:00,3
2017-12-02 13:27:10,8
2017-12-02 13:27:20,1
2017-12-02 13:28:00,5
2017-12-02 13:28:10,1
2017-12-02 13:28:20,8
2017-12-02 13:28:40,14
2017-12-02 13:29:00,55
2017-12-02 13:29:20,3
2017-12-02 13:29:30,16
2017-12-02 13:29:40,3
2017-12-02 13:29:50,2
2017-12-02 13:30:20,8
2017-12-02 13:30:30,70
2017-12-02 13:30:40,7
2017-12-02 13:31:00,63
2017-12-02 13:31:20,1
2017-12-02 13:32:10,7
2017-12-02 13:32:20,9
2017-12-02 13:32:40,2
2017-12-02 13:33:20,7
2017-12-02 13:33:30,1
2017-12-02 13:33:40,21
2017-12-02 13:34:20,36
2017-12-02 13:34:30,6
2017-12-02 13:35:20,0
2017-12-02 13:35:40,13
2017-12-02 13:36:20,10
2017-12-02 13:36:30,2
2017-12-02 13:36:50,1
2017-12-02 13:37:00,10
2017-12-02 13:37:20,17
2017-12-02 13:37:30,3
2017-12-02 13:38:00,1
2017-12-02 13:38:20,2
2017-12-02 13:38:40,12
2017-12-02 13:39:00,1
2017-12-02 13:39:10,0
2017-12-02 13:39:20,5
2017-12-02 13:40:10,23
2017-12-02 13:40:20,19
2017-12-02 13:40:30,0
2017-12-02 13:40:40,0
2017-12-02 13:41:00,2
2017-12-02 13:41:10,0
2017-12-02 13:41:20,3
2017-12-02 13:41:30,8
2017-12-02 13:41:40,1
2017-12-02 13:41:50,3
2017-12-02 13:42:00,5
2017-12-02 13:42:30,22
2017-12-02 13:42:40,1
2017-12-02 13:42:50,0
2017-12-02 13:43:00,11
2017-12-02 13:43:10,5
2017-12-02 13:43:20,0
2017-12-02 13:43:30,1
2017-12-02 13:44:00,1
2017-12-02 13:44:10,2
2017-12-02 13:44:20,1
2017-12-02 13:44:40,4
2017-12-02 13:44:50,1
2017-12-02 13:45:00,1
2017-12-02 13:45:30,0
2017-12-02 13:45:50,0
2017-12-02 13:46:00,12
2017-12-02 13:46:30,1
2017-12-02 13:47:00,1
2017-12-02 13:47:20,13
2017-12-02 13:47:30,19
2017-12-02 13:47:50,8
2017-12-02 13:48:00,29
2017-12-02 13:48:10,9
2017-12-02 13:48:30,3
2017-12-02 13:48:40,2
2017-12-02 13:49:00,0
2017-12-02 13:49:30,9
2017-12-02 13:49:40,17
2017-12-02 13:49:50,0
2017-12-02 13:50:30,0
2017-12-02 13:51:20,0
2017-12-02 13:51:30,2
2017-12-02 13:51:40,18
2017-12-02 13:52:00,6
2017-12-02 13:52:20,6
2017-12-02 13:52:40,19
2017-12-02 13:52:50,25
2017-12-02 13:53:10,2
2017-12-02 13:53:20,3
2017-12-02 13:54:00,1
2017-12-02 13:54:20,0
2017-12-02 13:54:30,4
2017-12-02 13:54:40,2
2017-12-02 13:55:10,1
2017-12-02 13:55:20,8
2017-12-02 13:55:30,5
2017-12-02 13:55:40,2
2017-12-02 13:56:00,2
2017-12-02 13:56:30,1
2017-12-02 13:56:50,4
2017-12-02 13:57:00,0
2017-12-02 13:57:10,1
2017-12-02 13:57:30,30
2017-12-02 13:57:40,1
2017-12-02 13:58:00,0
2017-12-02 13:58:10,4
2017-12-02 13:58:20,6
2017-12-02 13:58:50,2
2017-12-02 13:59:10,4
2017-12-02 13:59:20,2
2017-12-02 13:59:50,1
2017-12-02 14:00:00,9
2017-12-02 14:00:20,3
2017-12-02 14:00:30,1
2017-12-02 14:00:40,3
2017-12-02 14:01:10,2
2017-12-02 14:01:20,8
2017-12-02 14:01:30,0
2017-12-02 14:02:00,0
2017-12-02 14:02:20,0
2017-12-02 14:02:30,0
2017-12-02 14:02:40,2
2017-12-02 14:02:50,5
2017-12-02 14:03:20,1
2017-12-02 14:03:30,9
2017-12-02 14:03:50,4
2017-12-02 14:04:00,4
2017-12-02 14:04:10,28
2017-12-02 14:04:20,2
2017-12-02 14:04:30,0
2017-12-02 14:04:40,1
2017-12-02 14:04:50,1
2017-12-02 14:05:10,0
2017-12-02 14:05:20,5
2017-12-02 14:05:30,2
2017-12-02 14:05:40,5
2017-12-02 14:05:50,6
2017-12-02 14:06:00,1
2017-12-02 14:06:30,34
2017-12-02 14:06:40,1
2017-12-02 14:06:50,8
2017-12-02 14:07:00,18
2017-12-02 14:07:10,2
2017-12-02 14:07:20,1
2017-12-02 14:07:40,4
2017-12-02 14:07:50,2
2017-12-02 14:08:00,1
2017-12-02 14:08:10,3
2017-12-02 14:08:20,5
2017-12-02 14:08:30,5
2017-12-02 14:08:40,1
2017-12-02 14:08:50,1
2017-12-02 14:09:00,16
2017-12-02 14:09:10,4
2017-12-02 14:09:30,30
2017-12-02 14:10:20,1
2017-12-02 14:10:30,0
2017-12-02 14:10:40,7
2017-12-02 14:10:50,14
2017-12-02 14:11:00,1
2017-12-02 14:11:10,1
2017-12-02 14:11:20,12
2017-12-02 14:11:30,1
2017-12-02 14:11:40,77
2017-12-02 14:12:00,5
2017-12-02 14:12:10,19
2017-12-02 14:12:20,0
2017-12-02 14:12:50,4
2017-12-02 14:13:00,4
2017-12-02 14:13:30,1
2017-12-02 14:13:40,8
2017-12-02 14:14:10,3
2017-12-02 14:14:30,2
2017-12-02 14:14:40,1
2017-12-02 14:15:20,9
2017-12-02 14:15:30,10
2017-12-02 14:15:40,19
2017-12-02 14:15:50,38
2017-12-02 14:16:00,0
2017-12-02 14:16:10,17
2017-12-02 14:16:20,4
2017-12-02 14:16:30,4
2017-12-02 14:16:40,29
2017-12-02 14:16:50,2
2017-12-02 14:17:10,3
2017-12-02 14:17:20,2
2017-12-02 14:17:30,5
2017-12-02 14:18:00,1
2017-12-02 14:18:30,1
2017-12-02 14:18:40,12
2017-12-02 14:19:10,1
2017-12-02 14:19:20,43
2017-12-02 14:19:30,1
2017-12-02 14:19:40,2
2017-12-02 14:20:10,10
2017-12-02 14:20:20,3
2017-12-02 14:20:30,2
2017-12-02 14:20:40,6
2017-12-02 14:21:00,4
2017-12-02 14:21:30,44
2017-12-02 14:21:50,9
2017-12-02 14:22:00,0
2017-12-02 14:22:20,17
2017-12-02 14:22:40,2
2017-12-02 14:22:50,3
2017-12-02 14:23:20,18
2017-12-02 14:23:30,0
2017-12-02 14:24:00,5
2017-12-02 14:24:10,2
2017-12-02 14:24:20,12
2017-12-02 14:24:40,1
2017-12-02 14:24:50,8
2017-12-02 14:25:00,3
2017-12-02 14:25:10,4
2017-12-02 14:25:30,0
2017-12-02 14:25:40,11
2017-12-02 14:26:00,7
2017-12-02 14:26:10,3
2017-12-02 14:26:20,0
2017-12-02 14:26:50,2
2017-12-02 14:27:00,2
2017-12-02 14:27:40,2
2017-12-02 14:27:50,0
2017-12-02 14:28:50,0
2017-12-02 14:29:00,0
2017-12-02 14:29:10,3
2017-12-02 14:29:40,2
2017-12-02 14:29:50,13
2017-12-02 14:30:40,1
2017-12-02 14:31:00,24
2017-12-02 14:31:10,1
2017-12-02 14:31:20,0
2017-12-02 14:31:30,15
2017-12-02 14:31:40,4
2017-12-02 14:32:00,13
2017-12-02 14:32:10,7
2017-12-02 14:32:30,20
2017-12-02 14:32:40,1
2017-12-02 14:32:50,40
2017-12-02 14:33:10,20
2017-12-02 14:33:20,0
2017-12-02 14:33:30,13
2017-12-02 14:33:40,14
2017-12-02 14:33:50,25
2017-12-02 14:34:00,27
2017-12-02 14:34:10,6
2017-12-02 14:34:20,34
2017-12-02 14:34:30,23
2017-12-02 14:34:40,3
2017-12-02 14:35:10,1
2017-12-02 14:35:30,2
2017-12-02 14:35:40,35
2017-12-02 14:36:20,2
2017-12-02 14:36:30,15
2017-12-02 14:36:40,5
2017-12-02 14:37:00,5
2017-12-02 14:37:10,0
2017-12-02 14:37:40,9
2017-12-02 14:37:50,2
2017-12-02 14:38:00,33
2017-12-02 14:38:50,3
2017-12-02 14:39:10,0
2017-12-02 14:39:40,8
2017-12-02 14:40:10,8
2017-12-02 14:40:20,1
2017-12-02 14:40:30,0
2017-12-02 14:41:10,4
2017-12-02 14:41:30,4
2017-12-02 14:41:40,8
2017-12-02 14:41:50,5
2017-12-02 14:42:20,152
2017-12-02 14:42:40,18
2017-12-02 14:43:00,13
2017-12-02 14:43:10,2
2017-12-02 14:43:20,180
2017-12-02 14:43:30,4
2017-12-02 14:43:40,0
2017-12-02 14:43:50,2
2017-12-02 14:44:00,1
2017-12-02 14:44:20,2
2017-12-02 14:44:40,32
2017-12-02 14:44:50,12
2017-12-02 14:45:20,2
2017-12-02 14:45:30,2
2017-12-02 14:45:40,14
2017-12-02 14:45:50,167
2017-12-02 14:46:10,2
2017-12-02 14:46:20,0
2017-12-02 14:46:30,1
2017-12-02 14:47:10,5
2017-12-02 14:47:20,9
2017-12-02 14:47:30,0
2017-12-02 14:47:40,3
2017-12-02 14:47:50,1
2017-12-02 14:48:00,1
2017-12-02 14:48:50,15
2017-12-02 14:49:00,2
2017-12-02 14:49:10,8
2017-12-02 14:49:20,1
2017-12-02 14:50:20,18
2017-12-02 14:50:30,1
2017-12-02 14:50:40,6
2017-12-02 14:50:50,8
2017-12-02 14:51:00,4
2017-12-02 14:51:20,20
2017-12-02 14:51:30,7
2017-12-02 14:51:40,4
2017-12-02 14:52:20,13
2017-12-02 14:52:30,0
2017-12-02 14:52:50,25
2017-12-02 14:53:00,2
2017-12-02 14:53:10,1
2017-12-02 14:53:20,0
2017-12-02 14:54:00,7
2017-12-02 14:54:10,1
2017-12-02 14:54:20,4
2017-12-02 14:54:30,1
2017-12-02 14:54:40,17
2017-12-02 14:54:50,1
2017-12-02 14:55:20,1
2017-12-02 14:55:30,3
2017-12-02 14:55:50,11
2017-12-02 14:56:20,2
2017-12-02 14:56:30,42
2017-12-02 14:57:20,3
2017-12-02 14:57:30,2
2017-12-02 14:57:50,0
2017-12-02 14:58:00,2
2017-12-02 14:58:20,0
2017-12-02 14:58:30,4
2017-12-02 14:58:40,0
2017-12-02 14:58:50,1
2017-12-02 14:59:10,0
2017-12-02 14:59:20,5
2017-12-02 14:59:30,3
2017-12-02 15:00:30,5
2017-12-02 15:00:40,2
2017-12-02 15:00:50,3
2017-12-02 15:01:00,19
2017-12-02 15:01:10,10
2017-12-02 15:01:20,3
2017-12-02 15:01:30,52
2017-12-02 15:01:40,0
2017-12-02 15:02:00,1
2017-12-02 15:02:20,0
2017-12-02 15:02:30,2
2017-12-02 15:02:40,0
2017-12-02 15:03:00,6
2017-12-02 15:03:10,0
2017-12-02 15:03:20,1
2017-12-02 15:03:40,5
2017-12-02 15:04:20,1
2017-12-02 15:04:30,7
2017-12-02 15:04:40,1
2017-12-02 15:04:50,1
2017-12-02 15:05:20,21
2017-12-02 15:05:30,2
2017-12-02 15:05:40,2
2017-12-02 15:05:50,2
2017-12-02 15:06:00,10
2017-12-02 15:06:10,41
2017-12-02 15:06:20,1
2017-12-02 15:06:30,0
2017-12-02 15:07:20,3
2017-12-02 15:07:30,46
2017-12-02 15:07:40,1
2017-12-02 15:08:00,0
2017-12-02 15:08:20,3
2017-12-02 15:08:30,32
2017-12-02 15:08:40,5
2017-12-02 15:09:20,2
2017-12-02 15:09:30,0
2017-12-02 15:09:40,44
2017-12-02 15:10:20,68
2017-12-02 15:10:40,0
2017-12-02 15:10:50,1
2017-12-02 15:11:00,6
2017-12-02 15:11:10,6
2017-12-02 15:11:20,22
2017-12-02 15:11:30,0
2017-12-02 15:11:40,0
2017-12-02 15:11:50,78
2017-12-02 15:12:00,3
2017-12-02 15:12:10,3
2017-12-02 15:12:20,16
2017-12-02 15:12:30,1
2017-12-02 15:13:00,1
2017-12-02 15:13:10,2
2017-12-02 15:13:20,1
2017-12-02 15:13:40,21
2017-12-02 15:13:50,2
2017-12-02 15:14:20,34
2017-12-02 15:14:30,31
2017-12-02 15:14:40,0
2017-12-02 15:15:00,1
2017-12-02 15:15:10,1
2017-12-02 15:15:20,10
2017-12-02 15:15:30,0
2017-12-02 15:15:40,0
2017-12-02 15:15:50,0
2017-12-02 15:16:10,3
2017-12-02 15:16:20,0
2017-12-02 15:16:40,4
2017-12-02 15:16:50,1
2017-12-02 15:17:10,10
2017-12-02 15:17:20,5
2017-12-02 15:17:30,1
2017-12-02 15:17:50,6
2017-12-02 15:18:00,12
2017-12-02 15:18:10,4
2017-12-02 15:18:20,59
2017-12-02 15:18:40,0
2017-12-02 15:19:00,3
2017-12-02 15:19:10,3
2017-12-02 15:19:20,6
2017-12-02 15:19:30,1
2017-12-02 15:19:40,0
2017-12-02 15:20:10,4
2017-12-02 15:20:20,1
2017-12-02 15:20:40,7
2017-12-02 15:20:50,2
2017-12-02 15:21:00,3
2017-12-02 15:21:10,5
2017-12-02 15:21:30,0
2017-12-02 15:21:40,39
2017-12-02 15:21:50,5
2017-12-02 15:22:00,97
2017-12-02 15:22:10,55
2017-12-02 15:22:20,6
2017-12-02 15:22:30,2
2017-12-02 15:22:40,4
2017-12-02 15:23:00,0
2017-12-02 15:23:10,7
2017-12-02 15:23:20,4
2017-12-02 15:23:30,0
2017-12-02 15:24:00,6
2017-12-02 15:24:20,3
2017-12-02 15:24:30,6
2017-12-02 15:24:40,25
2017-12-02 15:24:50,3
2017-12-02 15:25:10,0
2017-12-02 15:25:40,1
2017-12-02 15:25:50,24
2017-12-02 15:26:10,1
2017-12-02 15:26:30,0
2017-12-02 15:26:40,10
2017-12-02 15:26:50,0
2017-12-02 15:27:00,1
2017-12-02 15:27:20,4
2017-12-02 15:27:50,3
2017-12-02 15:28:20,12
2017-12-02 15:28:30,2
2017-12-02 15:28:40,3
2017-12-02 15:28:50,4
2017-12-02 15:29:20,5
2017-12-02 15:29:30,4
2017-12-02 15:29:40,5
2017-12-02 15:29:50,0
2017-12-02 15:30:40,1
2017-12-02 15:30:50,1
2017-12-02 15:31:00,1
2017-12-02 15:31:20,4
2017-12-02 15:31:30,15
2017-12-02 15:31:40,1
2017-12-02 15:31:50,10
2017-12-02 15:32:10,1
2017-12-02 15:32:20,8
2017-12-02 15:32:40,12
2017-12-02 15:32:50,13
2017-12-02 15:33:00,3
2017-12-02 15:33:10,7
2017-12-02 15:33:20,1
2017-12-02 15:33:50,0
2017-12-02 15:34:10,29
2017-12-02 15:34:20,97
2017-12-02 15:34:30,0
2017-12-02 15:34:40,9
2017-12-02 15:34:50,5
2017-12-02 15:35:00,1
2017-12-02 15:35:20,2
2017-12-02 15:35:40,5
2017-12-02 15:35:50,4
2017-12-02 15:36:10,6
2017-12-02 15:36:20,6
2017-12-02 15:36:30,1
2017-12-02 15:36:40,7
2017-12-02 15:36:50,0
2017-12-02 15:37:10,16
2017-12-02 15:37:30,0
2017-12-02 15:38:00,6
2017-12-02 15:38:50,4
2017-12-02 15:39:30,1
2017-12-02 15:39:40,10
2017-12-02 15:40:00,7
2017-12-02 15:40:50,2
2017-12-02 15:41:00,6
2017-12-02 15:41:10,2
2017-12-02 15:41:20,7
2017-12-02 15:41:40,0
2017-12-02 15:42:00,10
2017-12-02 15:42:20,1
2017-12-02 15:42:30,15
2017-12-02 15:42:40,2
2017-12-02 15:43:00,0
2017-12-02 15:43:10,0
2017-12-02 15:43:20,2
2017-12-02 15:44:00,3
2017-12-02 15:44:10,4
2017-12-02 15:44:20,4
2017-12-02 15:44:30,4
2017-12-02 15:44:40,7
2017-12-02 15:44:50,3
2017-12-02 15:45:00,1
2017-12-02 15:45:10,3
2017-12-02 15:45:20,1
2017-12-02 15:45:30,6
2017-12-02 15:45:40,50
2017-12-02 15:46:00,11
2017-12-02 15:46:10,2
2017-12-02 15:46:20,9
2017-12-02 15:46:30,2
2017-12-02 15:46:40,7
2017-12-02 15:47:00,2
2017-12-02 15:47:10,0
2017-12-02 15:47:20,6
2017-12-02 15:47:30,5
2017-12-02 15:47:40,2
2017-12-02 15:48:00,0
2017-12-02 15:48:20,0
2017-12-02 15:48:30,0
2017-12-02 15:48:50,2
2017-12-02 15:49:00,5
2017-12-02 15:49:10,8
2017-12-02 15:49:20,1
2017-12-02 15:49:30,11
2017-12-02 15:49:40,1
2017-12-02 15:49:50,0
2017-12-02 15:50:00,3
2017-12-02 15:50:40,16
2017-12-02 15:51:00,3
2017-12-02 15:51:10,10
2017-12-02 15:51:20,1
2017-12-02 15:51:30,3
2017-12-02 15:52:00,93
2017-12-02 15:52:20,21
2017-12-02 15:52:30,2
2017-12-02 15:52:40,10
2017-12-02 15:52:50,20
2017-12-02 15:53:10,31
2017-12-02 15:53:20,0
2017-12-02 15:53:30,8
2017-12-02 15:53:40,4
2017-12-02 15:53:50,0
2017-12-02 15:54:00,18
2017-12-02 15:54:10,24
2017-12-02 15:54:30,6
2017-12-02 15:54:40,4
2017-12-02 15:54:50,2
2017-12-02 15:55:10,0
2017-12-02 15:55:20,95
2017-12-02 15:55:30,0
2017-12-02 15:55:40,10
2017-12-02 15:55:50,4
2017-12-02 15:56:00,2
2017-12-02 15:56:50,2
2017-12-02 15:57:00,1
2017-12-02 15:57:20,9
2017-12-02 15:57:30,14
2017-12-02 15:57:40,0
2017-12-02 15:59:00,4
2017-12-02 15:59:20,1
2017-12-02 15:59:30,19
2017-12-02 16:00:00,2
2017-12-02 16:00:10,3
2017-12-02 16:00:20,13
2017-12-02 16:00:40,3
2017-12-02 16:00:50,2
2017-12-02 16:01:00,11
2017-12-02 16:01:10,1
2017-12-02 16:01:20,32
2017-12-02 16:01:40,2
2017-12-02 16:02:00,1
2017-12-02 16:02:10,6
2017-12-02 16:02:30,24
2017-12-02 16:02:40,2
2017-12-02 16:03:00,28
2017-12-02 16:03:10,5
2017-12-02 16:03:20,1
2017-12-02 16:03:40,4
2017-12-02 16:03:50,1
2017-12-02 16:04:00,0
2017-12-02 16:04:10,6
2017-12-02 16:04:30,38
2017-12-02 16:05:00,1
2017-12-02 16:05:20,0
2017-12-02 16:06:00,0
2017-12-02 16:06:20,4
2017-12-02 16:06:30,0
2017-12-02 16:06:40,4
2017-12-02 16:06:50,11
2017-12-02 16:07:00,5
2017-12-02 16:07:10,33
2017-12-02 16:07:20,1
2017-12-02 16:07:30,0
2017-12-02 16:07:40,18
2017-12-02 16:07:50,1
2017-12-02 16:08:00,7
2017-12-02 16:08:10,7
2017-12-02 16:08:20,0
2017-12-02 16:08:30,2
2017-12-02 16:09:10,21
2017-12-02 16:09:40,2
2017-12-02 16:09:50,8
2017-12-02 16:10:00,0
2017-12-02 16:10:20,10
2017-12-02 16:10:30,1
2017-12-02 16:10:50,0
2017-12-02 16:11:00,12
2017-12-02 16:11:10,0
2017-12-02 16:11:20,4
2017-12-02 16:11:40,19
2017-12-02 16:12:00,2
2017-12-02 16:12:10,25
2017-12-02 16:12:20,9
2017-12-02 16:12:30,22
2017-12-02 16:12:40,5
2017-12-02 16:13:00,3
2017-12-02 16:13:10,9
2017-12-02 16:14:00,0
2017-12-02 16:14:10,24
2017-12-02 16:14:20,55
2017-12-02 16:14:40,1
2017-12-02 16:15:20,5
2017-12-02 16:15:30,2
2017-12-02 16:15:40,30
2017-12-02 16:16:30,7
2017-12-02 16:17:10,4
2017-12-02 16:17:20,2
2017-12-02 16:17:30,0
2017-12-02 16:17:50,10
2017-12-02 16:18:10,3
2017-12-02 16:18:20,23
2017-12-02 16:18:40,11
2017-12-02 16:18:50,5
2017-12-02 16:19:10,5
2017-12-02 16:19:30,1
2017-12-02 16:19:40,2
2017-12-02 16:20:10,0
2017-12-02 16:20:20,5
2017-12-02 16:20:30,2
2017-12-02 16:20:40,4
2017-12-02 16:20:50,6
2017-12-02 16:21:00,3
2017-12-02 16:21:20,15
2017-12-02 16:21:40,4
2017-12-02 16:21:50,5
2017-12-02 16:22:10,1
2017-12-02 16:22:30,0
2017-12-02 16:22:40,12
2017-12-02 16:22:50,1
2017-12-02 16:23:10,0
2017-12-02 16:23:20,5
2017-12-02 16:23:30,6
2017-12-02 16:23:40,0
2017-12-02 16:23:50,9
2017-12-02 16:24:10,3
2017-12-02 16:24:20,65
2017-12-02 16:24:30,39
2017-12-02 16:24:40,23
2017-12-02 16:24:50,3
2017-12-02 16:25:10,1
2017-12-02 16:25:30,0
2017-12-02 16:25:50,7
2017-12-02 16:26:00,3
2017-12-02 16:26:40,4
2017-12-02 16:26:50,1
2017-12-02 16:27:00,11
2017-12-02 16:27:10,1
2017-12-02 16:27:20,1
2017-12-02 16:27:40,0
2017-12-02 16:27:50,28
2017-12-02 16:28:10,1
2017-12-02 16:28:50,0
2017-12-02 16:29:00,6
2017-12-02 16:29:10,0
2017-12-02 16:29:20,9
2017-12-02 16:29:30,11
2017-12-02 16:29:40,2
2017-12-02 16:29:50,1
2017-12-02 16:30:30,0
2017-12-02 16:30:40,8
2017-12-02 16:31:00,0
2017-12-02 16:31:40,1
2017-12-02 16:32:20,1
2017-12-02 16:32:30,3
2017-12-02 16:32:50,15
2017-12-02 16:33:10,2
2017-12-02 16:33:20,3
2017-12-02 16:33:50,1
2017-12-02 16:34:00,76
2017-12-02 16:34:10,3
2017-12-02 16:34:20,37
2017-12-02 16:34:30,0
2017-12-02 16:35:00,4
2017-12-02 16:35:40,1
2017-12-02 16:36:10,0
2017-12-02 16:36:20,3
2017-12-02 16:36:40,37
2017-12-02 16:36:50,7
2017-12-02 16:37:10,3
2017-12-02 16:37:20,6
2017-12-02 16:37:40,13
2017-12-02 16:37:50,2
2017-12-02 16:38:10,4
2017-12-02 16:38:20,14
2017-12-02 16:38:30,2
2017-12-02 16:39:10,4
2017-12-02 16:39:20,5
2017-12-02 16:39:40,5
2017-12-02 16:40:10,21
2017-12-02 16:40:20,15
2017-12-02 16:40:30,2
2017-12-02 16:40:40,25
2017-12-02 16:41:10,7
2017-12-02 16:41:20,3
2017-12-02 16:41:30,0
2017-12-02 16:41:40,39
2017-12-02 16:41:50,3
2017-12-02 16:42:20,0
2017-12-02 16:42:30,0
2017-12-02 16:43:00,0
2017-12-02 16:43:20,0
2017-12-02 16:43:30,0
2017-12-02 16:43:40,2
2017-12-02 16:43:50,3
2017-12-02 16:44:00,27
2017-12-02 16:44:10,3
2017-12-02 16:44:20,9
2017-12-02 16:44:30,0
2017-12-02 16:44:40,4
2017-12-02 16:44:50,3
2017-12-02 16:45:00,2
2017-12-02 16:45:10,0
2017-12-02 16:45:50,1
2017-12-02 16:46:20,5
2017-12-02 16:47:00,56
2017-12-02 16:47:50,0
2017-12-02 16:48:10,3
2017-12-02 16:48:30,4
2017-12-02 16:48:40,0
2017-12-02 16:48:50,0
2017-12-02 16:49:20,1
2017-12-02 16:50:10,2
2017-12-02 16:50:30,1
2017-12-02 16:50:50,5
2017-12-02 16:51:00,5
2017-12-02 16:51:10,4
2017-12-02 16:51:20,2
2017-12-02 16:51:30,2
2017-12-02 16:51:50,103
2017-12-02 16:52:20,14
2017-12-02 16:52:30,0
2017-12-02 16:52:50,1
2017-12-02 16:53:10,10
2017-12-02 16:53:20,20
2017-12-02 16:53:30,1
2017-12-02 16:53:40,27
2017-12-02 16:54:10,7
2017-12-02 16:54:20,7
2017-12-02 16:54:30,0
2017-12-02 16:54:40,5
2017-12-02 16:55:20,1
2017-12-02 16:55:40,10
2017-12-02 16:55:50,0
2017-12-02 16:56:10,11
2017-12-02 16:56:20,31
2017-12-02 16:56:50,0
2017-12-02 16:57:00,0
2017-12-02 16:57:40,3
2017-12-02 16:58:00,5
2017-12-02 16:58:20,2
2017-12-02 16:58:40,6
2017-12-02 16:59:10,2
2017-12-02 16:59:20,10
2017-12-02 16:59:40,1
2017-12-02 16:59:50,12
2017-12-02 17:00:30,1
2017-12-02 17:01:30,1
2017-12-02 17:01:50,2
2017-12-02 17:02:00,11
2017-12-02 17:02:10,4
2017-12-02 17:02:30,0
2017-12-02 17:02:40,2
2017-12-02 17:02:50,11
2017-12-02 17:03:00,0
2017-12-02 17:03:20,0
2017-12-02 17:03:30,1
2017-12-02 17:03:40,1
2017-12-02 17:03:50,23
2017-12-02 17:04:00,15
2017-12-02 17:04:10,2
2017-12-02 17:04:30,1
2017-12-02 17:04:50,0
2017-12-02 17:05:10,15
2017-12-02 17:05:20,5
2017-12-02 17:05:40,3
2017-12-02 17:06:00,1
2017-12-02 17:06:20,2
2017-12-02 17:06:50,2
2017-12-02 17:07:00,1
2017-12-02 17:07:10,23
2017-12-02 17:07:20,8
2017-12-02 17:07:30,0
2017-12-02 17:07:40,0
2017-12-02 17:08:00,1
2017-12-02 17:08:10,14
2017-12-02 17:08:40,8
2017-12-02 17:09:00,1
2017-12-02 17:09:30,0
2017-12-02 17:10:20,1
2017-12-02 17:10:30,1
2017-12-02 17:10:40,2
2017-12-02 17:10:50,1
2017-12-02 17:11:00,3
2017-12-02 17:11:10,3
2017-12-02 17:11:20,2
2017-12-02 17:11:40,2
2017-12-02 17:11:50,7
2017-12-02 17:12:00,6
2017-12-02 17:12:10,2
2017-12-02 17:12:20,3
2017-12-02 17:12:50,1
2017-12-02 17:13:00,1
2017-12-02 17:13:10,11
2017-12-02 17:13:20,2
2017-12-02 17:13:30,5
2017-12-02 17:13:40,5
2017-12-02 17:13:50,15
2017-12-02 17:14:00,18
2017-12-02 17:14:20,1
2017-12-02 17:14:40,0
2017-12-02 17:15:20,11
2017-12-02 17:15:30,2
2017-12-02 17:15:50,21
2017-12-02 17:16:00,6
2017-12-02 17:16:10,1
2017-12-02 17:16:20,0
2017-12-02 17:16:50,21
2017-12-02 17:17:40,14
2017-12-02 17:18:00,34
2017-12-02 17:18:10,3
2017-12-02 17:18:30,3
2017-12-02 17:19:00,11
2017-12-02 17:19:40,75
2017-12-02 17:20:20,6
2017-12-02 17:20:40,28
2017-12-02 17:20:50,2
2017-12-02 17:21:00,1
2017-12-02 17:21:10,0
2017-12-02 17:21:30,12
2017-12-02 17:21:40,5
2017-12-02 17:22:00,9
2017-12-02 17:22:10,1
2017-12-02 17:22:20,5
2017-12-02 17:22:30,17
2017-12-02 17:23:00,1
2017-12-02 17:23:10,1
2017-12-02 17:23:20,6
2017-12-02 17:23:30,1
2017-12-02 17:23:50,0
2017-12-02 17:24:00,5
2017-12-02 17:24:30,5
2017-12-02 17:24:40,5
2017-12-02 17:25:10,1
2017-12-02 17:25:30,16
